,predicted_temp
986,14.26953125
987,16.427734375
988,16.26171875
989,16.34326171875
990,15.5439453125
991,14.2041015625
992,15.32421875
993,14.30126953125
994,15.1689453125
995,14.51806640625
996,26.16259765625
997,19.800352096557617
998,17.8792724609375
999,13.09912109375
1000,16.98974609375
1001,18.927734375
1002,14.3876953125
1003,14.580078125
1004,16.3828125
1005,17.041015625
1006,17.837890625
1007,10.748046875
1008,11.763671875
1009,17.048828125
1010,17.3701171875
1011,17.306640625
1012,16.048828125
1013,16.0302734375
1014,17.5693359375
1015,15.693359375
1016,16.8466796875
1017,20.69140625
1018,13.91552734375
1019,14.00390625
1020,13.41796875
1021,12.166015625
1022,11.68359375
1023,12.322265625
1024,12.6630859375
1025,12.162109375
1026,18.3203125
1027,15.296875
1028,15.77734375
1029,14.875
1030,9.89453125
1031,14.30078125
1032,14.2890625
1033,14.265625
1034,10.80859375
1035,14.39453125
1036,13.96875
1037,52.296875
1038,18.984375
1039,16.203125
1040,58.4609375
1041,109.734375
1042,37.765625
1043,181.5859375
1044,289.2578125
1045,129.140625
1046,370.9609375
1047,19.6796875
1048,20.859375
1049,20.0078125
1050,713.71875
1051,2621.21875
1052,8260.2890625
1053,6545.609375
1054,37166.9921875
1055,73866.044921875
1056,11234.171875
1057,4533.84375
1058,12262.8828125
1059,26275.8671875
1060,86276.390625
1061,96165.12109375
1062,22247.5703125
1063,19063.10546875
1064,14611.8125
1065,17269.2109375
1066,56990.1328125
1067,29918.984375
1068,50702.728515625
1069,63496.330078125
1070,122151.2734375
1071,90112.865234375
1072,251627.146484375
1073,315759.12109375
1074,193008.3515625
1075,278793.4052734375
1076,21387.53515625
1077,180.0712890625
1078,22.09521484375
1079,1436.3663940429688
1080,3953.160888671875
1081,5299.48095703125
1082,6623.30908203125
1083,9129.3330078125
1084,8759.5546875
1085,2957.05712890625
1086,-5553.096923828125
1087,-1814.8685302734375
1088,-99.27490234375
1089,-14727.466796875
1090,-5473.607421875
1091,-81107.7177734375
1092,-48276.08544921875
1093,-478.4091796875
1094,-1893.215576171875
1095,-3690.687744140625
1096,2755.732421875
1097,-6.9068603515625
1098,13.95556640625
1099,15.833984375
1100,15.3017578125
1101,12.04858684539795
1102,40.9267578125
1103,15.5458984375
1104,14.790771484375
1105,12.904296875
1106,12.021484375
1107,15.7353515625
1108,17.2333984375
1109,17.758544921875
1110,14.916015625
1111,16.2255859375
1112,15.4365234375
1113,14.39453125
1114,16.6513671875
1115,14.142578125
1116,15.2177734375
1117,17.559814453125
1118,16.357177734375
1119,19.150390625
1120,18.20703125
1121,18.017578125
1122,19.7421875
1123,21.13671875
1124,17.798828125
1125,11.158203125
1126,16.689453125
1127,14.0703125
1128,52.89453125
1129,33.78125
1130,1890.576171875
1131,39208.66064453125
1132,484016.4637451172
1133,631741.9107666016
1134,420528.97119140625
1135,356174.5146484375
1136,672329.8181152344
1137,656678.51953125
1138,462499.58641052246
1139,548562.4458007812
1140,157766.34375
1141,564795.8752441406
1142,561931.587097168
1143,125590.244140625
1144,289091.65257263184
1145,187875.35581207275
1146,317102.3234863281
1147,106657.9320678711
1148,120844.26218414307
1149,176713.12100601196
1150,143326.518699646
1151,339514.01171875
1152,445191.06787109375
1153,59371.52233886719
1154,187507.36653137207
1155,349141.4453125
1156,390294.4384765625
1157,240110.7880859375
1158,223840.6982421875
1159,315734.6982421875
1160,319218.580078125
1161,350577.333984375
1162,266102.1298828125
1163,362490.60986328125
1164,517694.240234375
1165,507537.39404296875
1166,565385.6259765625
1167,310847.63330078125
1168,333194.29345703125
1169,245860.765625
1170,251553.00244140625
1171,312468.8483886719
1172,30665.95703125
1173,2552.4294204711914
1174,-8115.720947265625
1175,-4813.316650390625
1176,16676.64483642578
1177,46518.56298828125
1178,74422.04443359375
1179,92260.62109375
1180,99901.6767578125
1181,166389.72265625
1182,157426.03491210938
1183,16203.202392578125
1184,84598.07202148438
1185,-195427.4383239746
1186,-437056.02056884766
1187,-362470.1624145508
1188,-533135.5206298828
1189,39345.928131103516
1190,-339629.412109375
1191,-237245.0830078125
1192,-78539.55151367188
1193,-20378.669921875
1194,86.4091796875
1195,13.352783203125
1196,80.0618896484375
1197,682.6962890625
1198,14.138671875
1199,-117.20556640625
1200,14.5576171875
1201,13.006591796875
1202,14.31298828125
1203,15.75830078125
1204,15.29541015625
1205,14.631591796875
1206,15.3203125
1207,17.0902099609375
1208,15.51953125
1209,16.0029296875
1210,16.555908203125
1211,17.411483764648438
1212,18.0244140625
1213,20.0859375
1214,18.609375
1215,20.75390625
1216,16.498046875
1217,19.3759765625
1218,18.900390625
1219,19.8515625
1220,18.5634765625
1221,19.98828125
1222,16.591796875
1223,15.400390625
1224,22.01904296875
1225,20.3828125
1226,19.009765625
1227,18.423828125
1228,17.861328125
1229,19.521484375
1230,18.703125
1231,18.0078125
1232,16.77880859375
1233,17.3289794921875
1234,204.314453125
1235,222.609375
1236,243.88671875
1237,576.173828125
1238,439.8671875
1239,344.640625
1240,283.03515625
1241,364.08203125
1242,548.26171875
1243,548.984375
1244,568.96875
1245,635.21484375
1246,616.11328125
1247,2071.92578125
1248,959.67578125
1249,4864.15625
1250,3475.75390625
1251,4032.5
1252,4048.75
1253,3166.16796875
1254,8363.125
1255,18402.6796875
1256,33421.09375
1257,20673.76171875
1258,24939.41015625
1259,90808.828125
1260,103843.373046875
1261,66848.869140625
1262,92822.26171875
1263,173545.125
1264,204691.021484375
1265,171525.279296875
1266,236622.2490234375
1267,253522.8759765625
1268,33817.35546875
1269,544.30078125
1270,11.8984375
1271,15.13623046875
1272,26.59619140625
1273,218.290283203125
1274,269.8603515625
1275,241.08642578125
1276,137.5537109375
1277,1.408203125
1278,-24.244140625
1279,-6.40185546875
1280,13.283935546875
1281,51.75146484375
1282,-14.7080078125
1283,23.51953125
1284,-487.6875
1285,-2559.4560546875
1286,-137.1640625
1287,48.66162109375
1288,19.127410888671875
1289,8.54541015625
1290,9.5068359375
1291,14.6005859375
1292,13.701171875
1293,10.294921875
1294,9.857421875
1295,12.037109375
1296,16.4599609375
1297,16.2509765625
1298,17.0
1299,16.7353515625
1300,16.6416015625
1301,17.01953125
1302,16.87890625
1303,16.7080078125
1304,17.69256591796875
1305,18.044921875
1306,17.43505859375
1307,18.833984375
1308,19.974609375
1309,20.529296875
1310,20.63671875
1311,18.076171875
1312,18.55859375
1313,18.6328125
1314,18.5673828125
1315,18.2626953125
1316,19.1640625
1317,19.86328125
1318,15.71484375
1319,16.912109375
1320,15.279296875
1321,16.37109375
1322,15.917236328125
1323,15.685546875
1324,19.958984375
1325,17.7744140625
1326,20.734375
1327,20.31787109375
1328,29.6005859375
1329,225.91796875
1330,28.1298828125
1331,28.39453125
1332,16.71044921875
1333,18.609130859375
1334,40.091796875
1335,19.1962890625
1336,19.6328125
1337,19.16015625
1338,87.53125
1339,17.005859375
1340,29.8359375
1341,16.185546875
1342,17.626953125
1343,22.078125
1344,347.328125
1345,1340.2421875
1346,436.21875
1347,1326.79296875
1348,2175.078125
1349,1856.33984375
1350,4682.30078125
1351,8047.185546875
1352,9528.638671875
1353,20968.212890625
1354,2467.61328125
1355,1594.2421875
1356,2030.55859375
1357,2049.7421875
1358,3976.98828125
1359,2486.671875
1360,1911.1796875
1361,3206.41796875
1362,52.3125
1363,16.8984375
1364,13.609375
1365,15.40234375
1366,17.517578125
1367,27.095703125
1368,15.7890625
1369,39.40771484375
1370,39.466796875
1371,11.88134765625
1372,10.33740234375
